neighborhood,room_arrangement,house_type,square_meters,price_including_loans,price_per_square_meters,built_in,floor,has_elevator,shape,lot,energy_classification
Konala,2h+avok+kph-wc+...,apartment,50.0,186000,3720,1959,1/4,False,satisfactory,owned,E-2018
Tapanila,"2h, k, kph, las...",apartment,51.0,154000,3020,1974,1/3,False,good,owned,E-2013
Punavuori,"2h, k, kph & la...",apartment,52.0,493000,9481,1907,5/7,True,good,owned,E-2013
Etu-töölö,2h+avok+kph+eri...,apartment,77.5,587000,7574,1926,4/6,True,good,owned,F-2013
Punavuori,"1-2h, kk",apartment,37.8,306000,8095,1927,1/5,True,,owned,F-2013
Lauttasaari,2h+kk+kh,apartment,44.5,310000,6966,1955,4/5,True,satisfactory,owned,F-2013
Harju,"1 huone, keitti...",apartment,47.0,306000,6511,1932,6/6,True,good,owned,D-2007
Vuosaari,2h+kk,apartment,47.5,160875,3387,1965,3/3,False,satisfactory,owned,F-2013
Töölö,"1-2h, avokeitti...",apartment,50.5,315000,6238,1926,1/6,True,satisfactory,owned,F-2013
Pitäjänmäki,2h+kk+s,apartment,51.0,226950,4450,1998,4/5,True,satisfactory,rented,D-2007
Malminkartano,"2h, avok, s, te...",apartment,53.5,242000,4523,2015,1/4,True,satisfactory,owned,C-2013
Veräjälaakso,2h+kk+kph+s+parv. ,apartment,54.0,204000,3778,1998,2/5,True,good,rented,E-2007
Mellunmäki,"2h, k",apartment,55.0,105000,1909,1970,2/3,False,good,owned,E-2007
Koskela,2H+K+LAS. PARVEKE,apartment,57.3,185000,3229,1973,5/6,True,good,rented,G-2013
Lassila,"2h, keittiö...",apartment,60.0,228000,3800,1981,2/3,False,satisfactory,owned,E-2018
Punavuori,2h+kt+kph+wc+pa...,apartment,62.0,595000,9597,1888,2/4,True,good,owned,E-2013
Kallio,"2h,avok, kph",apartment,35.0,269000,7686,1931,5/6,True,good,owned,
Munkkiniemi,"2h, kk, kph, vh...",apartment,43.0,283000,6581,1961,2/3,False,good,owned,D-2007
Punavuori,"2h, k, kh, parveke",apartment,46.5,365000,7849,1980,5/7,False,,owned,F-2013
Viikinmäki,"2 h, avokeitti&...",apartment,52.0,258100,4963,2021,2/4,True,good,rented,C-2013
Alppila,2h+kt+kph (YJ:s...,apartment,53.0,365000,6887,1936,3/4,False,good,owned,F-2013
Suutarila,"2h, k, s",rowhouse,58.0,170000,2931,1985,1/1,False,satisfactory,rented,F-2013
Vallila,"2 h, avokeitti&...",apartment,40.0,290000,7250,1925,2/4,False,good,owned,F-2007
Ruskeasuo,"2h, avok, kph, p",apartment,43.5,316500,7276,1950,4/4,False,good,owned,F-2013
Pasila,2h+kt,apartment,45.0,255600,5680,2021,5/8,True,good,rented,B-2018
Lauttasaari,2h+kk+kph+las.p...,apartment,50.5,293000,5802,1974,4/7,True,good,owned,E-2013
Punavuori,"2h, k, kph, las...",apartment,54.0,393000,7278,1961,4/5,True,good,owned,E-2007
Kluuvi,"2h, k",apartment,55.5,450000,8108,1908, ,False,satisfactory,owned,B
Laajasalo,"2h, k, kph, p",apartment,56.5,201000,3558,1979,3/4,False,good,rented,D-2007
Kurkimäki,2H+K+S+PIHA/TER...,apartment,62.0,185000,2984,1984,1/4,False,good,rented,E-2013
Vallila,2h+kk,apartment,34.0,210000,6176,1939,3/4,False,satisfactory,owned,G-2013
Etelä-haaga,"2h, kk, vh, kph, p",apartment,44.5,282000,6337,1961,2/4,False,good,owned,E-2007
Lassila,"2h, kk, kph, te...",apartment,45.5,195000,4286,1983,1/3,False,satisfactory,owned,E-2018
Kallio,"2 h, kk, kph",apartment,49.6,329000,6633,1939,2/4,True,satisfactory,owned,E-2013
Etelä-haaga,2h+k+kh+p,apartment,51.0,246000,4824,1966,1/4,False,satisfactory,rented,E-2007
Vuosaari,"2h, k, kph, vh,...",apartment,55.5,156000,2811,1965,4/4,True,satisfactory,owned,F-2007
Ruskeasuo,2h+kk,apartment,43.5,319000,7333,1950,2/4,False,good,owned,E-2007
Mellunmäki,"2h,k, lasit.par...",apartment,45.0,115000,2556,1974,3/3,False,satisfactory,owned,E-2013
Lehtisaari,"2h, avokeitti..",apartment,43.5,235000,5402,2013,3/4,True,good,rented,B-2013
Pohjois-haaga,2h+kk,apartment,45.0,150000,3333,1973,1/6,False,good,rented,E-2013
Viikin latokartano,2h+avok+wc/kph/...,rowhouse,51.0,251532,4932,2012,1/2,True,satisfactory,rented,C-2013
Kallio,2 h+kk+halli,apartment,56.0,350000,6250,1940,4/7,True,good,owned,F-2013
Alppiharju,2h+avok+kph+vh,apartment,56.0,365000,6518,1939,4/6,True,good,owned,F-2013
Tapanila,2h+k+kph+vh+par...,apartment,59.0,190000,3220,1967,2/3,False,good,owned,D-2007
Pohjois-haaga,"2h, kk, kph",apartment,35.0,203000,5800,1955,2/4,False,good,owned,E-2007
Käpylä,"2 h, k, kph, pa...",apartment,44.0,267000,6068,1942,1/4,False,good,rented,G-2013
Vuosaari,"2h, kk, s",apartment,45.0,179500,3989,1995,3/3,True,good,rented,D-2007
Kallio,2h+kk+kph,apartment,51.0,300000,5882,1937,5/6,True,good,owned,G-2013
Toukola,"2h, avok, kph/wc",apartment,53.0,295000,5566,1948,1/4,False,good,rented,F-2018
Aurinkolahti,"2h, k, kph, s, ...",apartment,55.0,258000,4691,2004,2/7,True,good,owned,D-2018
Laajasalo,"2h, k, s, las.p",apartment,56.0,236000,4214,2000,2/3,False,good,owned,D-2007
Kruununhaka,2h+k ,apartment,62.0,555000,8952,1930,5/7,True,good,owned,F-2013
Lauttasaari,"2h, k, lasitett...",apartment,50.5,378848,7502,1964,4/4,True,good,owned,G
Tapanila,1-2h+kk+parvi (...,apartment,57.0,348000,6105,2008,3/3,True,good,owned,D
Ullanlinna,"2h, avok, kph, et",apartment,78.0,750000,9615,1895,2/5,True,satisfactory,owned,F-2013
Herttoniemenranta,"2h, avok, kph, ...",apartment,51.5,315000,6117,2000,3/4,True,good,owned,F-2013
Kamppi,"2h, k ",apartment,52.0,396000,7615,1927,5/5,True,satisfactory,owned,E-2018
Pitäjänmäki,"2h, kk",apartment,34.0,63199,1859,1962,1/3,False,,owned,E-2007
Harju,"2h, kk, kph, p",apartment,42.0,315000,7500,1961,6/9,True,good,owned,G-2013
Herttoniemenranta,2H+K/monikä...,apartment,51.0,355000,6961,2018,1/2,False,good,owned,B-2007
Harju,2h/avokeitti...,apartment,38.0,272000,7158,1938,3/6,True,satisfactory,owned,D-2007
Etu-töölö,"2h, kk",apartment,46.5,351000,7548,1926,4/6,True,satisfactory,owned,D-2007
Etelä-haaga,Läpitalon ...,apartment,47.5,288000,6063,1961,3/4,False,good,owned,D-2013
Viikinmäki,"2 h, avokeitti&...",apartment,52.5,274259,5224,2021,3/4,True,good,rented,C-2013
Oulunkylä, 2 h + k + parv,apartment,44.0,212000,4818,1964,1/3,False,good,owned,F-2018
Haaga,"2h, avok, kph, wc",apartment,48.0,225000,4688,1954,4/6,True,good,rented,G
Harju,"2h, avokeitti..",apartment,50.0,310000,6200,1941,3/6,True,good,owned,F-2013
Malmi,"2 h, k, s, parv...",apartment,40.0,156800,3920,1987,2/3,False,satisfactory,owned,E-2007
Kannelmäki,"2h, kk, lasitet...",apartment,42.0,168000,4000,1976,3/3,False,good,rented,F-2007
Kallio,"2h, k, kph (yht...",apartment,46.0,323000,7022,1938,5/6,True,good,owned,F-2013
Töölö ,"2h, avok, kph, ...",apartment,50.0,380000,7600,1928,2/6,True,good,owned,F-2013
Kallio,2h+k,apartment,52.0,335000,6442,1961,4/8,True,satisfactory,owned,F-2013
Kallio,"2h, k, kph, las...",apartment,57.0,285000,5000,1956,4/8,True,satisfactory,owned,G-2013
Myllypuro,2h+k+kh+parv.,apartment,41.0,175000,4268,1965,5/7,True,good,rented,C-2013
Pajamäki,"2h, k, kph, las...",apartment,52.5,239000,4552,1958,2/4,False,good,rented,E-2007
Kontula,"2h, kk, kph, la...",apartment,53.0,125000,2358,1970,3/8,True,satisfactory,owned,
Maunula,"2h, avok, kph, ...",apartment,54.0,225000,4167,1957,1/3,False,satisfactory,rented,E
Lassila,"2h, k, sauna/kp...",apartment,56.0,193000,3446,1981,3/4,True,satisfactory,owned,D-2018
Pitäjänmäki,2h+k+kph+las.pa...,apartment,57.0,165000,2895,1972,3/3,False,good,rented,F-2013
Alppikylä,2h+k,rowhouse,60.0,226000,3767,2017,2/2,False,good,rented,C-2013
Lauttasaari,2h+k+kph+lasite...,apartment,60.0,395000,6583,1953,1/4,False,good,owned,G-2013
Kumpula,1-2 h+avok+kph,apartment,34.0,229000,6735,1938,1/2,False,good,rented,G-2013
Viikinmäki,"2 h, avokeitti&...",apartment,38.5,202525,5260,2021,2/4,True,good,rented,C-2013
Hakaniemi,"2h, avok., kph",apartment,40.0,290000,7250,1926,1/6,True,,owned,F-2013
Meilahti,"1-2h, avok, kph",apartment,44.0,337000,7659,1939,5/6,True,good,owned,F-2013
Etu-töölö,"2h, k, kh, wc",apartment,46.5,368000,7914,1915,2/5,True,satisfactory,owned,G-2013
Aurinkolahti,"2h, avok, sauna...",apartment,47.5,240000,5053,2001,7/8,True,good,owned,E-2013
Munkkisaari,"2h, kk, kph, s ...",apartment,48.0,498000,10375,2012,6/7,True,good,owned,E-2013
Tapaninvainio,2h+k+kph+s+eril...,rowhouse,64.0,240000,3750,1978,1/1,False,good,owned,F-2007
Sörnäinen,"2h,k,s",apartment,55.0,335000,6091,2002,4/9,True,good,owned,F-2013
Laajasalo,"2h, k, s, las.p",apartment,56.0,244500,4366,2000,3/3,False,good,owned,D-2007
Alppila,"2h,avok,wc/suihku",apartment,36.0,206000,5722,1930,3/4,False,satisfactory,owned,E-2013
Kallio,"2h,kk",apartment,38.0,270000,7105,1960,2/8,True,good,owned,F-2013
Toukola,"2h,kk (yj. 2h+kk)",apartment,40.0,245486,6137,1946,1/5,True,satisfactory,rented,G-2013
Etelä-haaga,"2h, kk, kph, pa...",apartment,40.5,240000,5926,1961,2/3,False,good,owned,F-2007
Alppila,2h+k+kph+vh+p,apartment,52.5,342000,6514,1962,4/8,True,good,owned,E-2007
Itäkeskus,2h+k+kph+las.P,apartment,61.0,175000,2869,1979,3/3,True,good,rented,D-2018
Alppikylä,2h+kk+s+kä...,rowhouse,69.0,286000,4145,2018,1/2,False,good,rented,C-2018
Vallila,2h+kk+kph,apartment,46.0,276000,6000,1939,4/5,True,good,owned,G-2007
Kallio,"2h,kk",apartment,50.0,308000,6160,1939,2/6,True,good,owned,F-2013
Katajanokka,2h+k,apartment,56.5,375000,6637,1982,3/5,True,satisfactory,rented,D-2007
Kallio,2h+k+kph+lasite...,apartment,57.0,260000,4561,1972,2/6,True,satisfactory,owned,G-2013
Munkkiniemi,2h+kk+kph,apartment,38.0,267000,7026,1939,3/6,True,satisfactory,owned,E-2007
Harju,"2h, avok, kph",apartment,45.0,281000,6244,1926,4/7,True,good,owned,D-2007
Pikku huopalahti,"2h+avok+s, kph,...",apartment,51.0,286000,5608,1995,5/5,True,good,rented,E-2018
Myllypuro,"2h, k, kph, p",apartment,54.5,179000,3284,1964,2/3,False,good,rented,E-2018
Kontula,"2h, k, kph/wc, ...",apartment,58.0,109800,1893,1970,7/9,True,satisfactory,owned,
Pohjois-haaga,"2h, kk, vh, p",apartment,47.0,165000,3511,1972,2/6,True,good,owned,E-2018
Hermanni,"2h, k, kph, parv",apartment,51.0,290000,5686,1959,1/4,False,satisfactory,rented,E-2013
Lassila,"2h, kk",apartment,53.5,245000,4579,1982,3/3,False,satisfactory,owned,D-2007
Punavuori,"2h, k, kph, vh,...",apartment,57.0,467000,8193,1957,5/6,True,good,owned,E-2013
Munkkiniemi,2h+kk+kph,apartment,28.0,245000,8750,1956,3/6,True,satisfactory,owned,G-2013
Munkkiniemi,2 h+kk,apartment,39.0,275000,7051,1951,3/6,True,satisfactory,owned,F-2018
Kuninkaantammi,2h+avok.+kph+parv.,apartment,41.5,219000,5277,2017,5/5,True,good,rented,C-2013
Munkkiniemi,2h+kk (yj:n muk...,apartment,42.0,274000,6524,1938,2/6,True,satisfactory,owned,G-2013
Roihuvuori,2 h + kk+ kph+ ...,apartment,45.0,185000,4111,1992,3/3,False,satisfactory,rented,D-2013
Vuosaari,"2h, k, kph, p",apartment,51.0,143000,2804,1965,3/3,False,satisfactory,owned,
Lauttasaari,"2h, avokk, kph/...",apartment,56.0,375000,6696,2006,2/5,True,good,owned,C-2007
Maunula,"2h, k, parv",apartment,58.0,215000,3707,1956,2/3,False,good,rented,D-2007
"Töölö, etu-töölö",1h+k+työhu...,apartment,82.0,645000,7866,2014,2/8,True,good,rented,A-2007
Etelä-haaga,"2h, kk, kph, pa...",apartment,39.0,245000,6282,1960,1/4,False,satisfactory,owned,G-2018
Pajamäki,2h+k,apartment,47.0,195000,4149,1960,3/3,False,satisfactory,rented,D-2007
Kallio,2h+k+kph+et (yh...,apartment,48.0,341000,7104,1926,6/7,True,good,owned,D-2007
Vuosaari,2h + kt,apartment,49.0,167500,3418,2000,4/6,True,satisfactory,rented,E-2013
Kallio,2h+ak+vh+kph,apartment,49.0,379001,7735,1938,5/7,True,good,owned,F-2013
Etelä-haaga,2h + k,apartment,51.0,282000,5529,1964,1/3,False,good,owned,G-2018
Vuosaari,"2h, k, lasitett...",apartment,54.0,143000,2648,1966,1/3,False,,owned,E-2007
Etelä-haaga,"2h, k, kph, vh,...",apartment,54.0,270000,5000,1960,2/3,False,satisfactory,rented,E-2007
Suutarila,"2h,k,kph,p",apartment,65.0,155000,2385,1983,2/2,False,good,rented,D-2013
Punavuori,"3 h, ruokailuti...",apartment,71.0,537000,7563,1891,1/4,False,good,owned,E-2018
Tapaninvainio,"2-3h, k, takkah...",rowhouse,122.0,330000,2705,2009,-1/3,False,good,owned,E-2013
Etelä-haaga,2h+kk+kh+ranska...,apartment,41.0,269000,6561,1961,1/3,False,good,owned,E-2018
Kallio,"2h, kk",apartment,41.0,271200,6615,1973,3/5,True,satisfactory,owned,D-2007
Punavuori,"2h, kk, kph",apartment,43.3,330500,7633,1908,4/5,True,satisfactory,owned,G-2007
Pohjois-haaga,"2 h, kk, kph",apartment,44.6,146000,3274,1973,3/6,True,satisfactory,rented,E
Kumpula,"2h, k, kph",apartment,48.0,225000,4688,1938,2/2,False,,rented,
Pihlajamäki,2h+pk+p,apartment,51.0,140000,2745,1964,2/3,False,good,rented,E-2018
Hermanni,"2h, k, kph, p",apartment,51.0,331000,6490,1959,4/4,False,satisfactory,rented,E-2013
Vuosaari,"2h,k,kph,p (2 h+k)",apartment,53.0,175000,3302,1965,1/3,False,good,owned,F-2007
Kontula,"2h, k, kph, p",apartment,54.0,157565,2918,1968,7/8,True,satisfactory,rented,
Aurinkolahti,2 h + kt +s,apartment,54.0,298000,5519,2017,4/8,True,good,owned,C
Etelä-haaga,2 h+k,apartment,57.5,319000,5548,1964,1/4,False,good,owned,D-2013
Kontula,2h+k+lasit.parveke,apartment,58.0,186662,3218,1969,6/9,True,good,owned,G-2013
Siltamäki,"2h, k, wc, kph,...",apartment,62.0,121000,1952,1968,2/3,False,satisfactory,owned,F-2013
Taka-töölö,"2h, avok, kph, wc",apartment,44.0,344000,7818,1925,2/6,True,good,owned,D-2007
Punavuori ,2h+kt,apartment,46.0,490000,10652,1907,2/7,True,good,owned,E-2013
Puotila,2h+k,apartment,47.5,194000,4084,1961,3/3,False,good,rented,D-2007
Vallila,"2h, kt, s, kph,...",apartment,48.0,360000,7500,2016,2/5,True,good,owned,C-2013
Tapulikaupunki,2 h+kk,apartment,49.0,123000,2510,1980,2/3,False,satisfactory,owned,D-2007
Suurmetsä,2k+k+kph,apartment,50.5,114500,2267,1974,3/3,False,satisfactory,rented,F-2013
Mellunmäki,2 h + k + kph +...,apartment,55.0,166000,3018,1973,1/3,False,satisfactory,owned,D-2013
Sörnäinen,2h+avok+kph,apartment,40.0,270000,6750,1927,1/7,True,good,owned,D-2007
Kallio,2h+k+kh+parv.,apartment,51.0,256000,5020,1956,1/6,True,satisfactory,owned,G-2013
Mellunmäki,"2 h, k, p",apartment,55.0,99000,1800,1968,1/3,False,satisfactory,owned,D-2007
Alppila,"2h, keittiö...",apartment,58.0,300000,5172,1946,1/6,True,satisfactory,owned,E-2007
Länsi-pasila,2h+k+parv,apartment,62.0,286000,4613,1983,2/7,True,good,rented,E-2013
Länsi-pasila,2h+k+s,apartment,64.0,277000,4328,1984,2/4,True,satisfactory,rented,F-2013
Etelä-haaga,"2 h, kk, kph, v...",apartment,42.5,260000,6118,1955,4/4,False,satisfactory,owned,F-2018
Konala,"2h, kk",apartment,43.5,121300,2789,1962,1/4,False,,owned,
Sörnäinen,"2h, k, kph, p",apartment,47.5,288000,6063,1964,4/8,True,satisfactory,owned,F-2013
Pohjois-haaga,"2h, kk, kh, ran...",apartment,48.0,225000,4688,1955,3/3,False,good,owned,E-2007
Kuninkaantammi,"2h, kt, ",apartment,48.0,235800,4913,2019,4/4,True,good, ,C-2013
Katajanokka,"2h, avok, kph, et",apartment,49.2,475000,9654,1904,4/4,True,good,owned,D-2007
Töölö,2 h + k + kph,apartment,71.5,495000,6923,1921,5/6,True,satisfactory,owned,D-2018
Mellunmäki,"2h,kk,kph",apartment,47.0,108000,2298,1970,1/3,False,good,owned,E-2013
Pajamäki,2 h+k,apartment,49.0,196000,4000,1958,4/4,False,satisfactory,rented,D-2007
Siltasaari,"2h, kk, kph, wc",apartment,49.0,460000,9388,1911,1/5,True,good,owned,D-2007
Ullanlinna,"1-2h, avok, kph...",apartment,52.0,436000,8385,1907,-1/1,False,good,owned,F-2013
Mellunmäki,2h+k,apartment,55.0,119000,2164,1972,3/3,False,satisfactory,owned,D-2007
Viikinmäki,"2 h, avokeitti&...",apartment,38.5,226482,5883,2021,4/4,True,good,rented,C-2013
Munkkivuori,"2 h, kk, kph, p...",apartment,41.0,225000,5488,1960,3/8,True,good,rented,C-2018
Käpylä,"2h, k, kph, par...",apartment,51.5,295000,5728,1956,4/4,False,good,rented,F-2013
Kallio,2h+halli+kk+kph,apartment,55.0,294000,5345,1940,4/6,True,good,owned,F-2013
Tapanila,2h+k,apartment,56.0,165000,2946,1987,3/3,False,satisfactory,rented,F-2013
Malminkartano,2h+k+s,apartment,60.0,185000,3083,1986,3/4,False,good,rented,E-2018
Töölö,"2h, avok, halli...",apartment,85.0,660000,7765,1927,5/6,True,good,owned,D
Pohjois-haaga,2h+k+kph+p,apartment,46.0,266600,5796,1952,1/4,False,good,owned,F-2013
"Pohjois-haaga, haaga, lassila","2h, k, kph, par...",apartment,47.0,210000,4468,1956,8/10,True,satisfactory,owned,F-2007
Kontula,"2h, kk, kph",apartment,47.5,135000,2842,1970,1/3,False,satisfactory,rented,E-2007
Aurinkolahti,"2h, kk, s, lasi...",apartment,47.5,250000,5263,2001,5/8,True,good,owned,E-2013
Pohjois-haaga,"2 h, avokeitti&...",apartment,48.0,268000,5583,1954,3/6,True,good,rented,D-2007
Kruunuvuorenranta,"2h, kt, rt, kph...",apartment,48.0,287800,5996,2022,5/7,True,good,rented,B-2018
Suutarila,2h+avok+kph+s+a...,rowhouse,57.0,237000,4158,1989,1/1,False,good,owned,C-2007
Puotinharju,2h+k+kph+vh+p (...,apartment,59.0,182000,3085,1964,4/5,True,satisfactory,rented,F-2013
Ullanlinna,2h+avokeittiö,apartment,67.5,585000,8667,1931,6/6,False,good,owned,F-2013
Punavuori,"2h, k",apartment,84.0,770000,9167,1905,3/3,False,good,owned,G-2013
Alppila,2h + avok + kph,apartment,30.0,225000,7500,1931,3/4,True,good,owned,D-2018
Lassila,2 h+k+terassi,apartment,44.5,259000,5820,1980,4/4,False,good,owned,E-2007
Konala,2h+k,apartment,50.0,177000,3540,1964,3/3,False,good,owned,F-2013
Ullanlinna,"2h, k, kph, vh,...",apartment,54.0,485000,8981,1961,4/7,True,good,owned,F-2013
Lauttasaari,"2h, keittiö...",apartment,58.5,374000,6393,1969,4/4,True,satisfactory,owned,G-2013
Aurinkolahti,"2h,avok,kph,s,l...",apartment,63.5,425000,6693,2000,5/7,True,good,owned,E-2007
Punavuori,"2-3h, k, 2 kph,...",apartment,77.5,677000,8735,1938,6/6,True,good,owned,D-2007
Punavuori,2h+k+parvi+kph+...,apartment,80.0,660000,8250,1907,4/5,False,good,owned,D-2018
Etu-töölö,Oh+avok+mh+kph+s,apartment,84.5,585000,6923,1927,4/7,True,good,owned,F-2013
Alppila,"2h, kk, kh",apartment,34.7,234000,6744,1942,5/5,True,,owned,F-2013
Kallio,2h+k+kph+et (yh...,apartment,40.0,315000,7875,1928,5/6,True,good,owned,F-2013
Kallio,"2h,kk",apartment,47.0,342000,7277,1958,4/7,True,,owned,G-2013
Munkkiniemi,"2 h, k, kph, vh...",apartment,49.5,335000,6768,1960,3/6,True,satisfactory,owned,E-2007
Puotila,"2h, k, kph, p",apartment,53.2,203000,3816,1961,3/3,False,good,rented,E-2007
Malmi,"2h, k, kph, s, ...",apartment,56.5,173000,3062,1985,3/3,False,satisfactory,owned,E
Kamppi,2h + k,apartment,56.5,405000,7168,1979,5/7,True,good,rented,F-2013
Munkkivuori,"2h, k, kph, par...",apartment,58.0,317292,5471,1958,2/3,False,satisfactory,owned,E-2007
Viikinmäki,"2 h, avokeitti&...",apartment,38.5,208869,5425,2021,3/4,True,good,rented,C-2013
Mellunkylä,"2h, k, rt, kph/...",rowhouse,56.0,184000,3286,1989,1/1,False,satisfactory,owned,
Kruununhaka,"2h,k",apartment,57.5,422500,7348,1939,3/4,True,good,owned,
Arabianranta,"2h, kk, kph, sa...",apartment,58.5,395000,6752,2014,7/9,True,good,owned,B-2018
Tapanila,2h+k+sauna ,apartment,59.5,255000,4286,2006,3/4,True,good, ,D-2007
Lassila,2h+k,apartment,45.0,187000,4156,1981,2/3,False,satisfactory,owned,E-2018
Ullanlinna,"1h, parvi, vh, ...",apartment,45.0,475000,10556,1911,4/5,False,good,owned,B-2007
Savela,2h+kk,apartment,49.5,160000,3232,1978,2/4,False,satisfactory,owned,D-2007
Pohjois-haaga,2h+k+kph+p,apartment,52.0,265500,5106,1956,3/3,False,good,rented,E-2007
Myllypuro,"2h, k, kph, vh,...",apartment,53.5,174000,3252,1965,1/4,False,good,rented,E-2013
Oulunkylä,"2h, k, vh, p",apartment,56.0,227601,4064,1965,2/4,False,good,owned,F-2013
Maunula,2 H+KK+KPH,apartment,40.8,212000,5196,1953,3/3,False,satisfactory,rented,E-2007
Alppila,2h+kk+kph+p,apartment,41.0,300000,7317,1962,8/8,True,satisfactory,owned,E-2007
Malmi,"2h, kk, las.parv.",apartment,42.0,200000,4762,1969,4/4,True,good,owned,F
Punavuori,2h + kk,apartment,42.0,365945,8713,1962,4/6,False,good,owned,
Ruskeasuo,2h+kk,apartment,45.0,295000,6556,1967,2/3,False,good,rented,F-2013
Vallila,2h + kk,apartment,50.1,263000,5250,1939,4/5,True,,owned,F-2013
Oulunkylä,"2h, avok, kph, ...",apartment,38.5,215000,5584,1956,1/4,False,good,rented,F-2013
Munkkivuori,"2 h, k, kph",apartment,40.0,223000,5575,1958,3/4,True,satisfactory,owned,F-2007
Laajasalo,"2 h, k, kph, la...",apartment,50.5,216000,4277,1965,3/4,True,good,owned,E-2013
Kallio,2h+avok,apartment,58.2,392000,6735,1939,6/6,True,good,owned,E-2007
Malmi,"2h,k,s,vh, las....",apartment,64.5,163000,2527,1982,4/4,False,good,rented,F
Alppiharju,2h+kk,apartment,49.3,368000,7465,1939,2/6,True,good,owned,E-2013
Kallio / alppiharju,2h+avok+kph,apartment,59.6,335000,5621,1927,2/6,True,good,owned,D-2013
Käpylä,"2h, avok, kph, ...",apartment,37.5,238000,6347,1956,1/4,False,good,rented,F-2013
Töölö,"2h, kk",apartment,40.0,259000,6475,1938,2/6,True,satisfactory,owned,F
Merihaka,2h+avok+kph+las...,apartment,41.5,230000,5542,1975,3/14,True,satisfactory,owned,E-2018
Tapanila,2h+kk,apartment,44.0,206000,4682,2007,1/4,True,satisfactory,owned,D-2007
Punavuori,1 h+k,apartment,47.0,417000,8872,1912,3/4,False,good,owned,E-2013
Aurinkolahti,2h+k+s,apartment,55.0,256000,4655,2004,6/7,True,satisfactory,owned,D-2018
Herttoniemenranta,2h + kt + s,apartment,55.0,398000,7236,2017,1/3,True,good,owned,C-2013
Mellunmäki,2h+avok+kph (yh...,apartment,47.5,105500,2221,1971,1/3,False,satisfactory,owned,D-2007
Myllypuro,2h+kk+vh+lasit....,apartment,50.5,182000,3604,1963,7/7,True,good,rented,
Sörnäinen,1-2h+ak+ter+par,apartment,72.0,580000,8056,1937,8/8,True,good,owned,F-2007
Viikinmäki,"2 h, avokeitti&...",apartment,45.5,244965,5384,2021,2/4,True,good,rented,C-2013
Kruunuvuorenranta,"2h, kt, rt, kph...",apartment,48.0,272500,5677,2022,3/7,True,good,rented,B-2018
Kruununhaka,2h+avok+kph+par...,apartment,50.0,426000,8520,1906,2/4,False,good,owned,E-2007
